Timestamp,Frequency (MeV),Amplitude
2024-05-07 00:16:10.066724,-0.0005936179161071777,0.0
2024-05-07 00:16:10.066724,0.0017935092555708251,0.0
2024-05-07 00:16:10.066724,0.004181559605291113,0.0
2024-05-07 00:16:10.066724,0.006570533133053686,0.0
2024-05-07 00:16:10.066724,0.008960429838858544,0.0
2024-05-07 00:16:10.066724,0.011351249722705688,0.0
2024-05-07 00:16:10.066724,0.013742992784595117,0.0
2024-05-07 00:16:10.066724,0.016135659024526832,0.0
2024-05-07 00:16:10.066724,0.01852924844250083,0.0
2024-05-07 00:16:10.066724,0.020923761038517112,0.0
2024-05-07 00:16:10.066724,0.023319196812575684,2.889755815633579e-05
2024-05-07 00:16:10.066724,0.02571555576467654,0.0006646438375957232
2024-05-07 00:16:10.066724,0.02811283789481968,0.003178731397196937
2024-05-07 00:16:10.066724,0.0305110432030051,0.00713769686461494
2024-05-07 00:16:10.066724,0.03291017168923281,0.012281462216442711
2024-05-07 00:16:10.066724,0.035310223353502805,0.01427539372922988
2024-05-07 00:16:10.066724,0.03771119819581509,0.01852333477821124
2024-05-07 00:16:10.066724,0.04011309621616965,0.02175986129172085
2024-05-07 00:16:10.066724,0.0425159174145665,0.02482300245629244
2024-05-07 00:16:10.066724,0.044919661791005636,0.028464094783990753
2024-05-07 00:16:10.066724,0.04732432934548706,0.033029908972691806
2024-05-07 00:16:10.066724,0.04972992007801076,0.035659586764918365
2024-05-07 00:16:10.066724,0.05213643398857676,0.04054327409333911
2024-05-07 00:16:10.066724,0.05454387107718503,0.04528247363097818
2024-05-07 00:16:10.066724,0.05695223134383559,0.052940326542407164
2024-05-07 00:16:10.066724,0.05936151478852844,0.054182921543129606
2024-05-07 00:16:10.066724,0.06177172141126357,0.06345903771131339
2024-05-07 00:16:10.066724,0.06418285121204098,0.06724461782979338
2024-05-07 00:16:10.066724,0.06659490419086068,0.07189712469296344
2024-05-07 00:16:10.066724,0.06900788034772268,0.0769541973703222
2024-05-07 00:16:10.066724,0.07142177968262695,0.08149111400086692
2024-05-07 00:16:10.066724,0.0738366021955735,0.0854211819101286
2024-05-07 00:16:10.066724,0.07625234788656235,0.0874440109810721
2024-05-07 00:16:10.066724,0.07866901675559347,0.09073833261089438
2024-05-07 00:16:10.066724,0.08108660880266688,0.09209651784424217
2024-05-07 00:16:10.066724,0.08350512402778258,0.090275971680393
2024-05-07 00:16:10.066724,0.08592456243094057,0.09365698598468429
2024-05-07 00:16:10.066724,0.08834492401214084,0.09478399075278139
2024-05-07 00:16:10.066724,0.09076620877138339,0.09137407889033376
2024-05-07 00:16:10.066724,0.09318841670866823,0.08961132784279728
2024-05-07 00:16:10.066724,0.09561154782399535,0.0874440109810721
2024-05-07 00:16:10.066724,0.09803560211736476,0.08923565958676492
2024-05-07 00:16:10.066724,0.10046057958877645,0.09010258633145499
2024-05-07 00:16:10.066724,0.10288648023823044,0.08423638202571883
2024-05-07 00:16:10.066724,0.1053133040657267,0.08192457737321196
2024-05-07 00:16:10.066724,0.10774105107126525,0.08128883109377258
2024-05-07 00:16:10.066724,0.11016972125484609,0.07871694841785869
2024-05-07 00:16:10.066724,0.1125993146164692,0.07816789481288831
2024-05-07 00:16:10.066724,0.1150298311561346,0.07365987574049992
2024-05-07 00:16:10.066724,0.1174612708738423,0.07149255887877475
2024-05-07 00:16:10.066724,0.11989363376959226,0.070567837017772
2024-05-07 00:16:10.066724,0.12232691984338454,0.06785146655107643
2024-05-07 00:16:10.066724,0.12476112909521908,0.06698453980638636
2024-05-07 00:16:10.066724,0.12719626152509592,0.0635457303857824
2024-05-07 00:16:10.066724,0.129632317133015,0.061176130616962865
2024-05-07 00:16:10.066724,0.13206929591897643,0.05993353561624043
2024-05-07 00:16:10.066724,0.1345071978829801,0.05334489235659587
2024-05-07 00:16:10.066724,0.1369460230250261,0.053402687472908536
2024-05-07 00:16:10.066724,0.13938577134511435,0.055367721427539374
2024-05-07 00:16:10.066724,0.1418264428432449,0.05279583875162549
2024-05-07 00:16:10.066724,0.1442680375194177,0.04898136107498916
2024-05-07 00:16:10.066724,0.1467105553736328,0.04730530270192169
2024-05-07 00:16:10.066724,0.14915399640589022,0.046611761306169626
2024-05-07 00:16:10.066724,0.1515983606161899,0.04247941048981361
2024-05-07 00:16:10.066724,0.15404364800453185,0.042450512931657275
2024-05-07 00:16:10.066724,0.1564898585709161,0.04172807397774888
2024-05-07 00:16:10.066724,0.15893699231534264,0.040369888744401096
2024-05-07 00:16:10.066724,0.16138504923781147,0.03658430862592111
2024-05-07 00:16:10.066724,0.16383402933832258,0.036006357462794396
2024-05-07 00:16:10.066724,0.16628393261687596,0.035428406299667675
2024-05-07 00:16:10.066724,0.16873475907347166,0.03441699176419592
2024-05-07 00:16:10.066724,0.1711865087081096,0.03164282618118769
2024-05-07 00:16:10.066724,0.17363918152078986,0.030631411645715936
2024-05-07 00:16:10.066724,0.1760927775115124,0.028521889900303424
2024-05-07 00:16:10.066724,0.17854729668027722,0.028926455714492125
2024-05-07 00:16:10.066724,0.18100273902708433,0.027365987574049993
2024-05-07 00:16:10.066724,0.1834591045519337,0.025661031642826182
2024-05-07 00:16:10.066724,0.18591639325482537,0.027857246062707702
2024-05-07 00:16:10.066724,0.18837460513575935,0.02635457303857824
2024-05-07 00:16:10.066724,0.1908337401947356,0.024129461060540383
2024-05-07 00:16:10.066724,0.19329379843175412,0.02395607571160237
2024-05-07 00:16:10.066724,0.1957547798468149,0.022771275827192603
2024-05-07 00:16:10.066724,0.19821668443991802,0.02080624187256177
2024-05-07 00:16:10.066724,0.20067951221106342,0.020777344314405432
2024-05-07 00:16:10.066724,0.20314326316025108,0.019534749313682993
2024-05-07 00:16:10.066724,0.20560793728748103,0.01852333477821124
2024-05-07 00:16:10.066724,0.20807353459275327,0.019390261522901315
2024-05-07 00:16:10.066724,0.2105400550760678,0.019043490825025284
2024-05-07 00:16:10.066724,0.2130074987374246,0.018292154312960555
2024-05-07 00:16:10.066724,0.21547586557682372,0.01577806675335934
2024-05-07 00:16:10.066724,0.21794515559426508,0.015546886288108654
2024-05-07 00:16:10.066724,0.22041536878974877,0.015893656985984685
2024-05-07 00:16:10.066724,0.2228865051632747,0.014882242450512931
2024-05-07 00:16:10.066724,0.22535856471484295,0.016067042334922697
2024-05-07 00:16:10.066724,0.22783154744445347,0.013495159659008814
